team,conference,week,role,penalty_type,total_penalties,total_yards,avg_yards_per_penalty,AP_rank,Coaches_rank
Florida State,ACC,7,committed,Holding,2,13,6.5,NR,NR
Florida State,ACC,7,committed,Other / Unclassified,1,5,5.0,NR,NR
Florida State,ACC,7,committed,Pass Interference,2,30,15.0,NR,NR
Florida State,ACC,7,committed,Personal Foul,1,9,9.0,NR,NR
Florida State,ACC,7,drawn,Face Mask,2,28,14.0,NR,NR
Florida State,ACC,7,drawn,Holding,1,1,1.0,NR,NR
Florida State,ACC,7,drawn,Offside,3,5,1.67,NR,NR
Florida State,ACC,7,drawn,Other / Unclassified,2,15,7.5,NR,NR
Florida State,ACC,8,committed,Delay of Game,2,10,5.0,NR,NR
Florida State,ACC,8,committed,False Start,2,10,5.0,NR,NR
Florida State,ACC,8,committed,Holding,2,38,19.0,NR,NR
Florida State,ACC,8,committed,Other / Unclassified,2,5,2.5,NR,NR
Florida State,ACC,8,committed,Pass Interference,1,7,7.0,NR,NR
Florida State,ACC,8,drawn,Delay of Game,1,5,5.0,NR,NR
Florida State,ACC,8,drawn,Holding,1,7,7.0,NR,NR
Florida State,ACC,8,drawn,Offside,2,35,17.5,NR,NR
Florida State,ACC,8,drawn,Other / Unclassified,1,10,10.0,NR,NR
Florida State,ACC,8,drawn,Pass Interference,2,17,8.5,NR,NR
Florida State,ACC,8,drawn,Roughing the Passer,1,15,15.0,NR,NR
Florida State,ACC,10,committed,False Start,1,5,5.0,NR,NR
Florida State,ACC,10,committed,Holding,1,10,10.0,NR,NR
Florida State,ACC,10,committed,Other / Unclassified,2,15,7.5,NR,NR
Florida State,ACC,10,committed,Pass Interference,1,29,29.0,NR,NR
Florida State,ACC,10,committed,Personal Foul,1,9,9.0,NR,NR
Florida State,ACC,10,drawn,False Start,3,15,5.0,NR,NR
Florida State,ACC,10,drawn,Holding,2,78,39.0,NR,NR
Florida State,ACC,10,drawn,Other / Unclassified,1,5,5.0,NR,NR
Florida State,ACC,10,drawn,Pass Interference,2,30,15.0,NR,NR
Florida State,ACC,10,drawn,Personal Foul,1,14,14.0,NR,NR
Florida State,ACC,10,drawn,Unsportsmanlike Conduct,1,20,20.0,NR,NR
Florida State,ACC,11,committed,False Start,1,5,5.0,NR,NR
Florida State,ACC,11,committed,Other / Unclassified,3,41,13.67,NR,NR
Florida State,ACC,11,committed,Pass Interference,2,21,10.5,NR,NR
Florida State,ACC,11,committed,Personal Foul,2,16,8.0,NR,NR
Florida State,ACC,12,committed,False Start,1,5,5.0,NR,NR
Florida State,ACC,12,committed,Pass Interference,1,15,15.0,NR,NR
Florida State,ACC,12,committed,Roughing the Passer,1,15,15.0,NR,NR
Florida State,ACC,12,committed,Unsportsmanlike Conduct,1,2,2.0,NR,NR
Florida State,ACC,12,drawn,False Start,3,15,5.0,NR,NR
Florida State,ACC,12,drawn,Holding,1,29,29.0,NR,NR
Fresno State,Mountain West,1,committed,False Start,1,0,0.0,NR,NR
Fresno State,Mountain West,1,committed,Holding,2,10,5.0,NR,NR
Fresno State,Mountain West,1,committed,Other / Unclassified,2,5,2.5,NR,NR
Fresno State,Mountain West,1,committed,Personal Foul,1,15,15.0,NR,NR
Fresno State,Mountain West,1,committed,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Fresno State,Mountain West,1,drawn,Face Mask,1,15,15.0,NR,NR
Fresno State,Mountain West,1,drawn,False Start,1,5,5.0,NR,NR
Fresno State,Mountain West,1,drawn,Holding,9,77,8.56,NR,NR
Fresno State,Mountain West,1,drawn,Pass Interference,2,0,0.0,NR,NR
Fresno State,Mountain West,1,drawn,Personal Foul,1,8,8.0,NR,NR
Fresno State,Mountain West,2,committed,Delay of Game,1,5,5.0,NR,NR
Fresno State,Mountain West,2,committed,Holding,5,15,3.0,NR,NR
Fresno State,Mountain West,2,drawn,False Start,2,10,5.0,NR,NR
Fresno State,Mountain West,2,drawn,Holding,5,12,2.4,NR,NR
Fresno State,Mountain West,2,drawn,Other / Unclassified,4,0,0.0,NR,NR
Fresno State,Mountain West,2,drawn,Pass Interference,1,15,15.0,NR,NR
Fresno State,Mountain West,3,committed,Face Mask,1,9,9.0,NR,NR
Fresno State,Mountain West,3,committed,Holding,4,42,10.5,NR,NR
Fresno State,Mountain West,3,committed,Other / Unclassified,1,5,5.0,NR,NR
Fresno State,Mountain West,3,committed,Roughing the Passer,1,0,0.0,NR,NR
Fresno State,Mountain West,3,committed,Unsportsmanlike Conduct,1,5,5.0,NR,NR
Fresno State,Mountain West,3,drawn,Delay of Game,1,0,0.0,NR,NR
Fresno State,Mountain West,3,drawn,False Start,3,15,5.0,NR,NR
Fresno State,Mountain West,3,drawn,Holding,2,5,2.5,NR,NR
Fresno State,Mountain West,3,drawn,Illegal Formation,1,5,5.0,NR,NR
Fresno State,Mountain West,3,drawn,Personal Foul,2,0,0.0,NR,NR
Fresno State,Mountain West,4,committed,Holding,4,40,10.0,NR,NR
Fresno State,Mountain West,4,committed,Other / Unclassified,1,11,11.0,NR,NR
Fresno State,Mountain West,4,committed,Personal Foul,1,15,15.0,NR,NR
Fresno State,Mountain West,4,drawn,False Start,3,10,3.33,NR,NR
Fresno State,Mountain West,4,drawn,Illegal Motion,1,5,5.0,NR,NR
Fresno State,Mountain West,4,drawn,Other / Unclassified,1,4,4.0,NR,NR
Fresno State,Mountain West,4,drawn,Pass Interference,1,14,14.0,NR,NR
Fresno State,Mountain West,4,drawn,Personal Foul,1,0,0.0,NR,NR
Fresno State,Mountain West,4,drawn,Roughing the Passer,1,0,0.0,NR,NR
Fresno State,Mountain West,6,committed,False Start,2,19,9.5,NR,NR
Fresno State,Mountain West,6,committed,Holding,3,10,3.33,NR,NR
Fresno State,Mountain West,6,drawn,Pass Interference,1,15,15.0,NR,NR
Fresno State,Mountain West,7,committed,Face Mask,2,30,15.0,NR,NR
Fresno State,Mountain West,7,committed,False Start,4,20,5.0,NR,NR
Fresno State,Mountain West,7,committed,Holding,3,22,7.33,NR,NR
Fresno State,Mountain West,7,committed,Other / Unclassified,1,0,0.0,NR,NR
Fresno State,Mountain West,7,committed,Pass Interference,2,32,16.0,NR,NR
Fresno State,Mountain West,7,committed,Unsportsmanlike Conduct,2,30,15.0,NR,NR
Fresno State,Mountain West,7,drawn,Face Mask,1,15,15.0,NR,NR
Fresno State,Mountain West,7,drawn,False Start,1,5,5.0,NR,NR
Fresno State,Mountain West,7,drawn,Holding,1,0,0.0,NR,NR
Fresno State,Mountain West,7,drawn,Offside,1,5,5.0,NR,NR
Fresno State,Mountain West,9,committed,Delay of Game,1,5,5.0,NR,NR
Fresno State,Mountain West,9,committed,False Start,2,10,5.0,NR,NR
Fresno State,Mountain West,9,committed,Holding,1,13,13.0,NR,NR
Fresno State,Mountain West,9,committed,Pass Interference,1,9,9.0,NR,NR
Fresno State,Mountain West,9,committed,Personal Foul,1,4,4.0,NR,NR
Fresno State,Mountain West,9,committed,Roughing the Passer,1,15,15.0,NR,NR
Fresno State,Mountain West,9,drawn,Delay of Game,1,5,5.0,NR,NR
Fresno State,Mountain West,9,drawn,False Start,1,5,5.0,NR,NR
Fresno State,Mountain West,9,drawn,Holding,2,10,5.0,NR,NR
Fresno State,Mountain West,9,drawn,Illegal Formation,1,51,51.0,NR,NR
Fresno State,Mountain West,9,drawn,Other / Unclassified,2,8,4.0,NR,NR
Fresno State,Mountain West,10,committed,Delay of Game,1,5,5.0,NR,NR
Fresno State,Mountain West,10,committed,False Start,5,25,5.0,NR,NR
Fresno State,Mountain West,10,committed,Holding,1,8,8.0,NR,NR
Fresno State,Mountain West,10,committed,Other / Unclassified,2,17,8.5,NR,NR
Fresno State,Mountain West,10,committed,Pass Interference,1,15,15.0,NR,NR
Fresno State,Mountain West,10,committed,Roughing the Passer,1,15,15.0,NR,NR
Fresno State,Mountain West,10,committed,Unsportsmanlike Conduct,1,15,15.0,NR,NR
Fresno State,Mountain West,10,drawn,False Start,3,15,5.0,NR,NR
Fresno State,Mountain West,10,drawn,Holding,3,78,26.0,NR,NR
Fresno State,Mountain West,10,drawn,Other / Unclassified,1,45,45.0,NR,NR
Fresno State,Mountain West,10,drawn,Pass Interference,1,15,15.0,NR,NR
Fresno State,Mountain West,12,committed,Delay of Game,1,5,5.0,NR,NR
Fresno State,Mountain West,12,committed,False Start,1,5,5.0,NR,NR
Fresno State,Mountain West,12,committed,Holding,2,54,27.0,NR,NR
Fresno State,Mountain West,12,committed,Offside,1,4,4.0,NR,NR
Fresno State,Mountain West,12,committed,Pass Interference,1,14,14.0,NR,NR
Fresno State,Mountain West,12,drawn,Face Mask,1,15,15.0,NR,NR
Fresno State,Mountain West,12,drawn,False Start,1,5,5.0,NR,NR
Fresno State,Mountain West,12,drawn,Holding,5,99,19.8,NR,NR
Fresno State,Mountain West,12,drawn,Other / Unclassified,2,30,15.0,NR,NR
Georgia,SEC,1,committed,Delay of Game,1,5,5.0,4.0,4.0
Georgia,SEC,1,committed,Holding,1,10,10.0,4.0,4.0
Georgia,SEC,1,drawn,Delay of Game,1,5,5.0,4.0,4.0
Georgia,SEC,1,drawn,Holding,1,10,10.0,4.0,4.0
Georgia,SEC,1,drawn,Illegal Formation,3,15,5.0,4.0,4.0
Georgia,SEC,2,committed,Holding,2,7,3.5,4.0,4.0
Georgia,SEC,2,committed,Other / Unclassified,1,5,5.0,4.0,4.0
Georgia,SEC,2,committed,Personal Foul,1,5,5.0,4.0,4.0
Georgia,SEC,2,drawn,Holding,1,4,4.0,4.0,4.0
Georgia,SEC,2,drawn,Other / Unclassified,1,10,10.0,4.0,4.0
Georgia,SEC,3,committed,Holding,2,20,10.0,4.0,4.0
Georgia,SEC,3,committed,Offside,1,5,5.0,4.0,4.0
Georgia,SEC,3,committed,Other / Unclassified,2,15,7.5,4.0,4.0
Georgia,SEC,3,committed,Pass Interference,3,42,14.0,4.0,4.0
Georgia,SEC,3,drawn,False Start,2,10,5.0,4.0,4.0
Georgia,SEC,3,drawn,Holding,1,10,10.0,4.0,4.0
Georgia,SEC,3,drawn,Offside,1,5,5.0,4.0,4.0
Georgia,SEC,3,drawn,Other / Unclassified,2,15,7.5,4.0,4.0
Georgia,SEC,3,drawn,Pass Interference,1,9,9.0,4.0,4.0
Georgia,SEC,5,committed,Holding,2,1,0.5,4.0,4.0
Georgia,SEC,5,committed,Other / Unclassified,1,8,8.0,4.0,4.0
Georgia,SEC,5,committed,Personal Foul,1,0,0.0,4.0,4.0
Georgia,SEC,5,drawn,False Start,2,0,0.0,4.0,4.0
Georgia,SEC,5,drawn,Holding,1,4,4.0,4.0,4.0
Georgia,SEC,5,drawn,Personal Foul,3,51,17.0,4.0,4.0
Georgia,SEC,6,committed,False Start,2,10,5.0,4.0,4.0
Georgia,SEC,6,committed,Holding,2,20,10.0,4.0,4.0
Georgia,SEC,6,committed,Other / Unclassified,1,6,6.0,4.0,4.0
Georgia,SEC,6,drawn,Holding,3,31,10.33,4.0,4.0
Georgia,SEC,6,drawn,Illegal Formation,1,5,5.0,4.0,4.0
Georgia,SEC,6,drawn,Other / Unclassified,2,16,8.0,4.0,4.0
Georgia,SEC,6,drawn,Pass Interference,2,18,9.0,4.0,4.0
Georgia,SEC,7,committed,Delay of Game,1,0,0.0,4.0,4.0
Georgia,SEC,7,committed,Holding,2,17,8.5,4.0,4.0
Georgia,SEC,7,committed,Offside,1,1,1.0,4.0,4.0
Georgia,SEC,7,committed,Pass Interference,1,10,10.0,4.0,4.0
Georgia,SEC,7,committed,Personal Foul,3,0,0.0,4.0,4.0
Georgia,SEC,7,committed,Roughing,1,15,15.0,4.0,4.0
Georgia,SEC,7,drawn,Delay of Game,1,0,0.0,4.0,4.0
Georgia,SEC,7,drawn,False Start,1,0,0.0,4.0,4.0
Georgia,SEC,7,drawn,Holding,3,9,3.0,4.0,4.0
Georgia,SEC,7,drawn,Illegal Formation,1,0,0.0,4.0,4.0
Georgia,SEC,7,drawn,Pass Interference,2,20,10.0,4.0,4.0
Georgia,SEC,8,committed,Offside,1,6,6.0,4.0,4.0
Georgia,SEC,8,committed,Other / Unclassified,1,0,0.0,4.0,4.0
Georgia,SEC,8,committed,Pass Interference,2,0,0.0,4.0,4.0
Georgia,SEC,8,drawn,False Start,1,0,0.0,4.0,4.0
Georgia,SEC,8,drawn,Holding,1,0,0.0,4.0,4.0
Georgia,SEC,8,drawn,Pass Interference,1,0,0.0,4.0,4.0
Georgia,SEC,10,committed,False Start,2,10,5.0,4.0,4.0
Georgia,SEC,10,committed,Holding,2,18,9.0,4.0,4.0
Georgia,SEC,10,committed,Offside,1,5,5.0,4.0,4.0
Georgia,SEC,10,committed,Pass Interference,1,15,15.0,4.0,4.0
Georgia,SEC,10,drawn,False Start,1,5,5.0,4.0,4.0
Georgia,SEC,10,drawn,Holding,1,11,11.0,4.0,4.0
Georgia,SEC,10,drawn,Other / Unclassified,1,46,46.0,4.0,4.0
Georgia,SEC,10,drawn,Pass Interference,2,20,10.0,4.0,4.0
Georgia,SEC,10,drawn,Targeting,1,7,7.0,4.0,4.0
Georgia,SEC,11,committed,Delay of Game,1,5,5.0,4.0,4.0
Georgia,SEC,11,committed,False Start,1,5,5.0,4.0,4.0
Georgia,SEC,11,committed,Holding,1,3,3.0,4.0,4.0
Georgia,SEC,11,committed,Offside,1,5,5.0,4.0,4.0
Georgia,SEC,11,committed,Pass Interference,1,5,5.0,4.0,4.0
Georgia,SEC,11,committed,Targeting,1,15,15.0,4.0,4.0
Georgia,SEC,11,drawn,False Start,2,10,5.0,4.0,4.0
Georgia,SEC,11,drawn,Holding,2,21,10.5,4.0,4.0
Georgia,SEC,11,drawn,Offside,2,9,4.5,4.0,4.0
Georgia,SEC,11,drawn,Pass Interference,1,15,15.0,4.0,4.0
Georgia,SEC,11,drawn,Personal Foul,1,3,3.0,4.0,4.0
Georgia,SEC,12,committed,Holding,2,69,34.5,4.0,4.0
Georgia,SEC,12,committed,Offside,1,5,5.0,4.0,4.0
Georgia,SEC,12,drawn,False Start,2,10,5.0,4.0,4.0
Georgia,SEC,12,drawn,Holding,3,14,4.67,4.0,4.0
Georgia,SEC,12,drawn,Other / Unclassified,1,38,38.0,4.0,4.0
Georgia,SEC,12,drawn,Pass Interference,2,22,11.0,4.0,4.0
Georgia Southern,Sun Belt,1,committed,Holding,3,36,12.0,NR,NR
Georgia Southern,Sun Belt,1,committed,Personal Foul,1,8,8.0,NR,NR
Georgia Southern,Sun Belt,1,drawn,Holding,1,0,0.0,NR,NR
Georgia Southern,Sun Belt,1,drawn,Personal Foul,1,15,15.0,NR,NR
Georgia Southern,Sun Belt,1,drawn,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Georgia Southern,Sun Belt,2,committed,Offside,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,2,committed,Other / Unclassified,3,0,0.0,NR,NR
Georgia Southern,Sun Belt,2,committed,Pass Interference,3,28,9.33,NR,NR
Georgia Southern,Sun Belt,2,drawn,False Start,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,2,drawn,Holding,2,9,4.5,NR,NR
Georgia Southern,Sun Belt,2,drawn,Offside,1,0,0.0,NR,NR
Georgia Southern,Sun Belt,2,drawn,Pass Interference,2,0,0.0,NR,NR
Georgia Southern,Sun Belt,3,committed,False Start,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,3,committed,Offside,1,4,4.0,NR,NR
Georgia Southern,Sun Belt,3,committed,Other / Unclassified,1,8,8.0,NR,NR
Georgia Southern,Sun Belt,3,drawn,Holding,1,0,0.0,NR,NR
Georgia Southern,Sun Belt,3,drawn,Illegal Formation,2,9,4.5,NR,NR
Georgia Southern,Sun Belt,3,drawn,Other / Unclassified,2,15,7.5,NR,NR
Georgia Southern,Sun Belt,4,committed,Delay of Game,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,4,committed,Face Mask,1,7,7.0,NR,NR
Georgia Southern,Sun Belt,4,committed,False Start,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,4,committed,Other / Unclassified,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,4,drawn,False Start,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,4,drawn,Holding,1,10,10.0,NR,NR
Georgia Southern,Sun Belt,4,drawn,Illegal Formation,1,0,0.0,NR,NR
Georgia Southern,Sun Belt,4,drawn,Other / Unclassified,3,50,16.67,NR,NR
Georgia Southern,Sun Belt,5,committed,Holding,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,5,committed,Other / Unclassified,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,5,committed,Pass Interference,1,15,15.0,NR,NR
Georgia Southern,Sun Belt,5,drawn,False Start,2,10,5.0,NR,NR
Georgia Southern,Sun Belt,5,drawn,Holding,2,0,0.0,NR,NR
Georgia Southern,Sun Belt,5,drawn,Illegal Formation,1,8,8.0,NR,NR
Georgia Southern,Sun Belt,5,drawn,Roughing the Passer,1,15,15.0,NR,NR
Georgia Southern,Sun Belt,7,committed,Delay of Game,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,7,committed,False Start,2,10,5.0,NR,NR
Georgia Southern,Sun Belt,7,committed,Holding,1,0,0.0,NR,NR
Georgia Southern,Sun Belt,7,committed,Other / Unclassified,2,15,7.5,NR,NR
Georgia Southern,Sun Belt,7,committed,Pass Interference,2,26,13.0,NR,NR
Georgia Southern,Sun Belt,7,committed,Roughing the Passer,1,0,0.0,NR,NR
Georgia Southern,Sun Belt,7,drawn,False Start,2,10,5.0,NR,NR
Georgia Southern,Sun Belt,7,drawn,Holding,2,17,8.5,NR,NR
Georgia Southern,Sun Belt,7,drawn,Offside,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,7,drawn,Other / Unclassified,5,19,3.8,NR,NR
Georgia Southern,Sun Belt,7,drawn,Pass Interference,2,28,14.0,NR,NR
Georgia Southern,Sun Belt,7,drawn,Personal Foul,1,15,15.0,NR,NR
Georgia Southern,Sun Belt,8,committed,Face Mask,1,15,15.0,NR,NR
Georgia Southern,Sun Belt,8,committed,Holding,2,20,10.0,NR,NR
Georgia Southern,Sun Belt,8,committed,Offside,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,8,committed,Other / Unclassified,2,15,7.5,NR,NR
Georgia Southern,Sun Belt,8,committed,Pass Interference,1,15,15.0,NR,NR
Georgia Southern,Sun Belt,8,drawn,Delay of Game,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,8,drawn,False Start,2,5,2.5,NR,NR
Georgia Southern,Sun Belt,8,drawn,Holding,2,4,2.0,NR,NR
Georgia Southern,Sun Belt,8,drawn,Offside,2,3,1.5,NR,NR
Georgia Southern,Sun Belt,8,drawn,Other / Unclassified,2,5,2.5,NR,NR
Georgia Southern,Sun Belt,8,drawn,Pass Interference,1,31,31.0,NR,NR
Georgia Southern,Sun Belt,8,drawn,Roughing the Passer,1,1,1.0,NR,NR
Georgia Southern,Sun Belt,8,drawn,Targeting,1,15,15.0,NR,NR
Georgia Southern,Sun Belt,9,committed,Holding,5,87,17.4,NR,NR
Georgia Southern,Sun Belt,9,committed,Offside,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,9,committed,Other / Unclassified,2,41,20.5,NR,NR
Georgia Southern,Sun Belt,9,committed,Personal Foul,1,0,0.0,NR,NR
Georgia Southern,Sun Belt,9,committed,Targeting,1,7,7.0,NR,NR
Georgia Southern,Sun Belt,9,drawn,False Start,2,10,5.0,NR,NR
Georgia Southern,Sun Belt,9,drawn,Holding,2,49,24.5,NR,NR
Georgia Southern,Sun Belt,9,drawn,Other / Unclassified,1,4,4.0,NR,NR
Georgia Southern,Sun Belt,9,drawn,Pass Interference,4,48,12.0,NR,NR
Georgia Southern,Sun Belt,11,committed,False Start,2,10,5.0,NR,NR
Georgia Southern,Sun Belt,11,committed,Holding,3,86,28.67,NR,NR
Georgia Southern,Sun Belt,11,committed,Other / Unclassified,4,62,15.5,NR,NR
Georgia Southern,Sun Belt,11,drawn,False Start,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,11,drawn,Holding,1,1,1.0,NR,NR
Georgia Southern,Sun Belt,11,drawn,Unsportsmanlike Conduct,1,15,15.0,NR,NR
Georgia Southern,Sun Belt,12,committed,Holding,4,86,21.5,NR,NR
Georgia Southern,Sun Belt,12,committed,Offside,6,21,3.5,NR,NR
Georgia Southern,Sun Belt,12,committed,Other / Unclassified,2,5,2.5,NR,NR
Georgia Southern,Sun Belt,12,committed,Pass Interference,1,8,8.0,NR,NR
Georgia Southern,Sun Belt,12,committed,Unsportsmanlike Conduct,3,30,10.0,NR,NR
Georgia Southern,Sun Belt,12,drawn,Delay of Game,1,5,5.0,NR,NR
Georgia Southern,Sun Belt,12,drawn,False Start,3,15,5.0,NR,NR
Georgia Southern,Sun Belt,12,drawn,Holding,1,23,23.0,NR,NR
Georgia Southern,Sun Belt,12,drawn,Offside,1,65,65.0,NR,NR
Georgia Southern,Sun Belt,12,drawn,Pass Interference,2,15,7.5,NR,NR
Georgia Southern,Sun Belt,12,drawn,Personal Foul,1,63,63.0,NR,NR
Georgia State,Sun Belt,1,committed,Delay of Game,2,8,4.0,NR,NR
Georgia State,Sun Belt,1,committed,False Start,1,5,5.0,NR,NR
Georgia State,Sun Belt,1,committed,Other / Unclassified,1,0,0.0,NR,NR
Georgia State,Sun Belt,1,committed,Pass Interference,1,6,6.0,NR,NR
Georgia State,Sun Belt,1,drawn,Delay of Game,1,5,5.0,NR,NR
Georgia State,Sun Belt,1,drawn,False Start,2,8,4.0,NR,NR
Georgia State,Sun Belt,1,drawn,Holding,2,20,10.0,NR,NR
Georgia State,Sun Belt,1,drawn,Illegal Formation,1,55,55.0,NR,NR
Georgia State,Sun Belt,1,drawn,Offside,1,2,2.0,NR,NR
Georgia State,Sun Belt,1,drawn,Other / Unclassified,1,15,15.0,NR,NR
Georgia State,Sun Belt,2,committed,Face Mask,1,5,5.0,NR,NR
Georgia State,Sun Belt,2,committed,False Start,2,10,5.0,NR,NR
Georgia State,Sun Belt,2,committed,Holding,1,10,10.0,NR,NR
Georgia State,Sun Belt,2,committed,Illegal Formation,1,33,33.0,NR,NR
Georgia State,Sun Belt,2,committed,Other / Unclassified,2,5,2.5,NR,NR
Georgia State,Sun Belt,2,drawn,Face Mask,2,15,7.5,NR,NR
Georgia State,Sun Belt,2,drawn,False Start,2,10,5.0,NR,NR
Georgia State,Sun Belt,2,drawn,Holding,3,26,8.67,NR,NR
Georgia State,Sun Belt,2,drawn,Offside,1,5,5.0,NR,NR
Georgia State,Sun Belt,3,committed,False Start,2,10,5.0,NR,NR
Georgia State,Sun Belt,3,committed,Holding,2,11,5.5,NR,NR
Georgia State,Sun Belt,3,committed,Illegal Formation,1,43,43.0,NR,NR
Georgia State,Sun Belt,3,committed,Other / Unclassified,2,9,4.5,NR,NR
Georgia State,Sun Belt,3,committed,Personal Foul,1,0,0.0,NR,NR
Georgia State,Sun Belt,3,drawn,Holding,3,12,4.0,NR,NR
Georgia State,Sun Belt,3,drawn,Other / Unclassified,2,15,7.5,NR,NR
Georgia State,Sun Belt,3,drawn,Pass Interference,1,15,15.0,NR,NR
Georgia State,Sun Belt,3,drawn,Personal Foul,2,10,5.0,NR,NR
Georgia State,Sun Belt,3,drawn,Roughing the Passer,1,15,15.0,NR,NR
Georgia State,Sun Belt,4,committed,Delay of Game,1,5,5.0,NR,NR
Georgia State,Sun Belt,4,committed,Face Mask,2,22,11.0,NR,NR
Georgia State,Sun Belt,4,committed,False Start,3,15,5.0,NR,NR
Georgia State,Sun Belt,4,committed,Holding,2,7,3.5,NR,NR
Georgia State,Sun Belt,4,committed,Offside,1,9,9.0,NR,NR
Georgia State,Sun Belt,4,committed,Other / Unclassified,6,20,3.33,NR,NR
Georgia State,Sun Belt,4,committed,Personal Foul,1,15,15.0,NR,NR
Georgia State,Sun Belt,4,drawn,Delay of Game,1,5,5.0,NR,NR
Georgia State,Sun Belt,4,drawn,Holding,4,8,2.0,NR,NR
Georgia State,Sun Belt,4,drawn,Offside,1,5,5.0,NR,NR
Georgia State,Sun Belt,4,drawn,Pass Interference,1,14,14.0,NR,NR
Georgia State,Sun Belt,4,drawn,Personal Foul,2,26,13.0,NR,NR
Georgia State,Sun Belt,4,drawn,Roughing the Passer,1,15,15.0,NR,NR
Georgia State,Sun Belt,4,drawn,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Georgia State,Sun Belt,6,committed,False Start,7,29,4.14,NR,NR
Georgia State,Sun Belt,6,committed,Holding,5,35,7.0,NR,NR
Georgia State,Sun Belt,6,committed,Other / Unclassified,2,20,10.0,NR,NR
Georgia State,Sun Belt,6,committed,Pass Interference,2,30,15.0,NR,NR
Georgia State,Sun Belt,6,drawn,Delay of Game,2,10,5.0,NR,NR
Georgia State,Sun Belt,6,drawn,False Start,1,5,5.0,NR,NR
Georgia State,Sun Belt,6,drawn,Holding,1,13,13.0,NR,NR
Georgia State,Sun Belt,6,drawn,Offside,1,5,5.0,NR,NR
Georgia State,Sun Belt,6,drawn,Other / Unclassified,2,5,2.5,NR,NR
Georgia State,Sun Belt,6,drawn,Personal Foul,1,15,15.0,NR,NR
Georgia State,Sun Belt,6,drawn,Roughing the Passer,1,15,15.0,NR,NR
Georgia State,Sun Belt,7,committed,Holding,2,0,0.0,NR,NR
Georgia State,Sun Belt,7,committed,Roughing the Passer,1,60,60.0,NR,NR
Georgia State,Sun Belt,7,drawn,Delay of Game,1,5,5.0,NR,NR
Georgia State,Sun Belt,7,drawn,Pass Interference,2,30,15.0,NR,NR
Georgia State,Sun Belt,8,committed,Delay of Game,1,5,5.0,NR,NR
Georgia State,Sun Belt,8,committed,False Start,2,5,2.5,NR,NR
Georgia State,Sun Belt,8,committed,Holding,2,4,2.0,NR,NR
Georgia State,Sun Belt,8,committed,Offside,2,3,1.5,NR,NR
Georgia State,Sun Belt,8,committed,Other / Unclassified,2,5,2.5,NR,NR
Georgia State,Sun Belt,8,committed,Pass Interference,1,31,31.0,NR,NR
Georgia State,Sun Belt,8,committed,Roughing the Passer,1,1,1.0,NR,NR
Georgia State,Sun Belt,8,committed,Targeting,1,15,15.0,NR,NR
Georgia State,Sun Belt,8,drawn,Face Mask,1,15,15.0,NR,NR
Georgia State,Sun Belt,8,drawn,Holding,2,20,10.0,NR,NR
Georgia State,Sun Belt,8,drawn,Offside,1,5,5.0,NR,NR
Georgia State,Sun Belt,8,drawn,Other / Unclassified,2,15,7.5,NR,NR
Georgia State,Sun Belt,8,drawn,Pass Interference,1,15,15.0,NR,NR
Georgia State,Sun Belt,9,committed,Delay of Game,1,5,5.0,NR,NR
Georgia State,Sun Belt,9,committed,False Start,1,5,5.0,NR,NR
Georgia State,Sun Belt,9,committed,Other / Unclassified,1,5,5.0,NR,NR
Georgia State,Sun Belt,9,committed,Pass Interference,1,15,15.0,NR,NR
