team,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty,school_for_merge_x,conference,school_for_merge_y,AP Top 25
East Carolina,Pass Interference,Personal / Contact,6,107,17.83,East Carolina,American,,
East Carolina,Personal Foul,Personal / Contact,1,0,0.0,East Carolina,American,,
East Carolina,Roughing the Passer,Personal / Contact,2,65,32.5,East Carolina,American,,
East Carolina,Unsportsmanlike Conduct,Personal / Contact,1,1,1.0,East Carolina,American,,
Eastern Michigan,Delay of Game,Procedural,4,20,5.0,Eastern Michigan,MAC,,
Eastern Michigan,Face Mask,Other,3,32,10.67,Eastern Michigan,MAC,,
Eastern Michigan,False Start,Procedural,16,80,5.0,Eastern Michigan,MAC,,
Eastern Michigan,Holding,Blocking / Holding,21,227,10.81,Eastern Michigan,MAC,,
Eastern Michigan,Illegal Formation,Procedural,1,0,0.0,Eastern Michigan,MAC,,
Eastern Michigan,Offside,Procedural,1,5,5.0,Eastern Michigan,MAC,,
Eastern Michigan,Other / Unclassified,Administrative,2,13,6.5,Eastern Michigan,MAC,,
Eastern Michigan,Other / Unclassified,Blocking / Holding,2,5,2.5,Eastern Michigan,MAC,,
Eastern Michigan,Other / Unclassified,Other,3,35,11.67,Eastern Michigan,MAC,,
Eastern Michigan,Pass Interference,Personal / Contact,9,164,18.22,Eastern Michigan,MAC,,
Eastern Michigan,Personal Foul,Personal / Contact,3,22,7.33,Eastern Michigan,MAC,,
Eastern Michigan,Unsportsmanlike Conduct,Personal / Contact,2,15,7.5,Eastern Michigan,MAC,,
Florida,Delay of Game,Procedural,3,15,5.0,Florida,SEC,,
Florida,Face Mask,Other,2,18,9.0,Florida,SEC,,
Florida,False Start,Procedural,15,55,3.67,Florida,SEC,,
Florida,Holding,Blocking / Holding,14,153,10.93,Florida,SEC,,
Florida,Illegal Formation,Procedural,1,20,20.0,Florida,SEC,,
Florida,Offside,Procedural,9,86,9.56,Florida,SEC,,
Florida,Other / Unclassified,Administrative,3,10,3.33,Florida,SEC,,
Florida,Other / Unclassified,Blocking / Holding,1,0,0.0,Florida,SEC,,
Florida,Other / Unclassified,Other,3,46,15.33,Florida,SEC,,
Florida,Pass Interference,Personal / Contact,6,71,11.83,Florida,SEC,,
Florida,Personal Foul,Personal / Contact,6,58,9.67,Florida,SEC,,
Florida,Roughing the Passer,Personal / Contact,1,15,15.0,Florida,SEC,,
Florida,Targeting,Personal / Contact,2,7,3.5,Florida,SEC,,
Florida,Unsportsmanlike Conduct,Personal / Contact,1,7,7.0,Florida,SEC,,
Florida Atlantic,Delay of Game,Procedural,1,5,5.0,Florida Atlantic,American,,
Florida Atlantic,Face Mask,Other,1,15,15.0,Florida Atlantic,American,,
Florida Atlantic,False Start,Procedural,19,95,5.0,Florida Atlantic,American,,
Florida Atlantic,Holding,Blocking / Holding,15,182,12.13,Florida Atlantic,American,,
Florida Atlantic,Illegal Formation,Procedural,2,2,1.0,Florida Atlantic,American,,
Florida Atlantic,Offside,Procedural,4,5,1.25,Florida Atlantic,American,,
Florida Atlantic,Other / Unclassified,Administrative,1,5,5.0,Florida Atlantic,American,,
Florida Atlantic,Other / Unclassified,Other,5,55,11.0,Florida Atlantic,American,,
Florida Atlantic,Pass Interference,Personal / Contact,5,57,11.4,Florida Atlantic,American,,
Florida Atlantic,Personal Foul,Personal / Contact,5,22,4.4,Florida Atlantic,American,,
Florida Atlantic,Targeting,Personal / Contact,2,30,15.0,Florida Atlantic,American,,
Florida Atlantic,Unsportsmanlike Conduct,Personal / Contact,1,15,15.0,Florida Atlantic,American,,
Florida International,Delay of Game,Procedural,8,40,5.0,Florida International,CUSA,,
Florida International,Face Mask,Other,3,106,35.33,Florida International,CUSA,,
Florida International,False Start,Procedural,13,65,5.0,Florida International,CUSA,,
Florida International,Holding,Blocking / Holding,13,141,10.85,Florida International,CUSA,,
Florida International,Offside,Procedural,2,31,15.5,Florida International,CUSA,,
Florida International,Other / Unclassified,Administrative,6,54,9.0,Florida International,CUSA,,
Florida International,Other / Unclassified,Other,1,45,45.0,Florida International,CUSA,,
Florida International,Other / Unclassified,Procedural,1,5,5.0,Florida International,CUSA,,
Florida International,Pass Interference,Personal / Contact,2,15,7.5,Florida International,CUSA,,
Florida International,Personal Foul,Personal / Contact,5,46,9.2,Florida International,CUSA,,
Florida International,Roughing the Passer,Personal / Contact,4,61,15.25,Florida International,CUSA,,
Florida International,Unsportsmanlike Conduct,Personal / Contact,2,44,22.0,Florida International,CUSA,,
Florida State,Delay of Game,Procedural,3,15,5.0,Florida State,ACC,,
Florida State,False Start,Procedural,10,35,3.5,Florida State,ACC,,
Florida State,Holding,Blocking / Holding,8,92,11.5,Florida State,ACC,,
Florida State,Offside,Procedural,5,5,1.0,Florida State,ACC,,
Florida State,Other / Unclassified,Blocking / Holding,1,6,6.0,Florida State,ACC,,
Florida State,Other / Unclassified,Other,7,49,7.0,Florida State,ACC,,
Florida State,Pass Interference,Personal / Contact,6,83,13.83,Florida State,ACC,,
Florida State,Pass Interference,Procedural,1,15,15.0,Florida State,ACC,,
Florida State,Personal Foul,Personal / Contact,6,25,4.17,Florida State,ACC,,
Florida State,Roughing,Personal / Contact,1,0,0.0,Florida State,ACC,,
Florida State,Roughing the Passer,Personal / Contact,1,15,15.0,Florida State,ACC,,
Florida State,Unsportsmanlike Conduct,Personal / Contact,1,0,0.0,Florida State,ACC,,
Fresno State,Delay of Game,Procedural,4,20,5.0,Fresno State,MWC,,
Fresno State,Face Mask,Other,1,15,15.0,Fresno State,MWC,,
Fresno State,False Start,Procedural,14,74,5.29,Fresno State,MWC,,
Fresno State,Holding,Blocking / Holding,28,337,12.04,Fresno State,MWC,,
Fresno State,Offside,Procedural,2,9,4.5,Fresno State,MWC,,
Fresno State,Other / Unclassified,Administrative,3,21,7.0,Fresno State,MWC,,
Fresno State,Other / Unclassified,Other,3,22,7.33,Fresno State,MWC,,
Fresno State,Pass Interference,Personal / Contact,4,56,14.0,Fresno State,MWC,,
Fresno State,Personal Foul,Personal / Contact,3,34,11.33,Fresno State,MWC,,
Fresno State,Roughing the Passer,Personal / Contact,2,30,15.0,Fresno State,MWC,,
Fresno State,Unsportsmanlike Conduct,Personal / Contact,1,15,15.0,Fresno State,MWC,,
Georgia,Delay of Game,Procedural,3,10,3.33,Georgia,SEC,Georgia,4.0
Georgia,False Start,Procedural,5,25,5.0,Georgia,SEC,Georgia,4.0
Georgia,Holding,Blocking / Holding,18,175,9.72,Georgia,SEC,Georgia,4.0
Georgia,Offside,Procedural,4,15,3.75,Georgia,SEC,Georgia,4.0
Georgia,Other / Unclassified,Administrative,3,18,6.0,Georgia,SEC,Georgia,4.0
Georgia,Other / Unclassified,Blocking / Holding,1,10,10.0,Georgia,SEC,Georgia,4.0
Georgia,Other / Unclassified,Other,2,16,8.0,Georgia,SEC,Georgia,4.0
Georgia,Other / Unclassified,Safety / Tackling,1,0,0.0,Georgia,SEC,Georgia,4.0
Georgia,Pass Interference,Personal / Contact,11,92,8.36,Georgia,SEC,Georgia,4.0
Georgia,Personal Foul,Personal / Contact,4,5,1.25,Georgia,SEC,Georgia,4.0
Georgia,Roughing,Personal / Contact,1,15,15.0,Georgia,SEC,Georgia,4.0
Georgia,Targeting,Personal / Contact,1,15,15.0,Georgia,SEC,Georgia,4.0
Georgia Southern,False Start,Procedural,4,20,5.0,Georgia Southern,SBC,,
Georgia Southern,Holding,Blocking / Holding,18,340,18.89,Georgia Southern,SBC,,
Georgia Southern,Offside,Procedural,3,13,4.33,Georgia Southern,SBC,,
Georgia Southern,Other / Unclassified,Administrative,1,5,5.0,Georgia Southern,SBC,,
Georgia Southern,Other / Unclassified,Blocking / Holding,2,47,23.5,Georgia Southern,SBC,,
Georgia Southern,Other / Unclassified,Other,16,115,7.19,Georgia Southern,SBC,,
Georgia Southern,Pass Interference,Personal / Contact,2,30,15.0,Georgia Southern,SBC,,
Georgia Southern,Personal Foul,Personal / Contact,1,8,8.0,Georgia Southern,SBC,,
Georgia Southern,Unsportsmanlike Conduct,Personal / Contact,4,30,7.5,Georgia Southern,SBC,,
Georgia State,Delay of Game,Procedural,6,28,4.67,Georgia State,SBC,,
Georgia State,Face Mask,Other,3,27,9.0,Georgia State,SBC,,
Georgia State,False Start,Procedural,24,109,4.54,Georgia State,SBC,,
Georgia State,Holding,Blocking / Holding,14,117,8.36,Georgia State,SBC,,
Georgia State,Holding,Procedural,1,13,13.0,Georgia State,SBC,,
Georgia State,Illegal Formation,Procedural,2,76,38.0,Georgia State,SBC,,
Georgia State,Offside,Procedural,5,20,4.0,Georgia State,SBC,,
Georgia State,Other / Unclassified,Administrative,3,13,4.33,Georgia State,SBC,,
Georgia State,Other / Unclassified,Blocking / Holding,1,4,4.0,Georgia State,SBC,,
Georgia State,Other / Unclassified,Other,10,39,3.9,Georgia State,SBC,,
Georgia State,Pass Interference,Personal / Contact,6,97,16.17,Georgia State,SBC,,
Georgia State,Personal Foul,Personal / Contact,6,44,7.33,Georgia State,SBC,,
Georgia State,Roughing the Passer,Personal / Contact,4,91,22.75,Georgia State,SBC,,
Georgia State,Targeting,Personal / Contact,1,15,15.0,Georgia State,SBC,,
Georgia Tech,Delay of Game,Procedural,1,0,0.0,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Face Mask,Blocking / Holding,1,44,44.0,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Face Mask,Other,2,74,37.0,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,False Start,Procedural,16,79,4.94,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Holding,Blocking / Holding,11,93,8.45,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Illegal Formation,Procedural,1,5,5.0,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Offside,Procedural,3,15,5.0,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Other / Unclassified,Administrative,2,14,7.0,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Other / Unclassified,Blocking / Holding,1,0,0.0,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Other / Unclassified,Other,7,33,4.71,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Pass Interference,Personal / Contact,5,60,12.0,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Personal Foul,Personal / Contact,4,54,13.5,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Roughing the Passer,Personal / Contact,1,14,14.0,Georgia Tech,ACC,Georgia Tech,15.0
Georgia Tech,Targeting,Personal / Contact,2,30,15.0,Georgia Tech,ACC,Georgia Tech,15.0
Hawai'i,Delay of Game,Procedural,2,10,5.0,Hawai'i,MWC,,
Hawai'i,Face Mask,Other,5,51,10.2,Hawai'i,MWC,,
Hawai'i,False Start,Procedural,14,56,4.0,Hawai'i,MWC,,
Hawai'i,Holding,Blocking / Holding,17,161,9.47,Hawai'i,MWC,,
Hawai'i,Illegal Formation,Procedural,1,0,0.0,Hawai'i,MWC,,
Hawai'i,Illegal Motion,Other,1,5,5.0,Hawai'i,MWC,,
Hawai'i,Offside,Procedural,7,165,23.57,Hawai'i,MWC,,
Hawai'i,Other / Unclassified,Administrative,6,50,8.33,Hawai'i,MWC,,
Hawai'i,Other / Unclassified,Other,7,3,0.43,Hawai'i,MWC,,
Hawai'i,Other / Unclassified,Procedural,2,5,2.5,Hawai'i,MWC,,
Hawai'i,Pass Interference,Personal / Contact,9,103,11.44,Hawai'i,MWC,,
Hawai'i,Personal Foul,Personal / Contact,7,9,1.29,Hawai'i,MWC,,
Hawai'i,Roughing the Passer,Personal / Contact,2,15,7.5,Hawai'i,MWC,,
Hawai'i,Targeting,Personal / Contact,1,15,15.0,Hawai'i,MWC,,
Hawai'i,Unsportsmanlike Conduct,Personal / Contact,3,27,9.0,Hawai'i,MWC,,
Houston,Delay of Game,Procedural,1,5,5.0,Houston,Big 12,Houston,25.0
Houston,Face Mask,Other,7,84,12.0,Houston,Big 12,Houston,25.0
Houston,False Start,Procedural,17,45,2.65,Houston,Big 12,Houston,25.0
Houston,Holding,Blocking / Holding,19,240,12.63,Houston,Big 12,Houston,25.0
Houston,Illegal Formation,Procedural,1,3,3.0,Houston,Big 12,Houston,25.0
Houston,Offside,Procedural,6,38,6.33,Houston,Big 12,Houston,25.0
Houston,Other / Unclassified,Administrative,3,5,1.67,Houston,Big 12,Houston,25.0
Houston,Other / Unclassified,Blocking / Holding,1,56,56.0,Houston,Big 12,Houston,25.0
Houston,Other / Unclassified,Other,7,15,2.14,Houston,Big 12,Houston,25.0
Houston,Other / Unclassified,Procedural,1,0,0.0,Houston,Big 12,Houston,25.0
Houston,Pass Interference,Personal / Contact,17,68,4.0,Houston,Big 12,Houston,25.0
Houston,Personal Foul,Personal / Contact,1,0,0.0,Houston,Big 12,Houston,25.0
Houston,Roughing the Passer,Personal / Contact,2,0,0.0,Houston,Big 12,Houston,25.0
Houston,Targeting,Personal / Contact,1,6,6.0,Houston,Big 12,Houston,25.0
Houston,Unsportsmanlike Conduct,Personal / Contact,3,22,7.33,Houston,Big 12,Houston,25.0
Illinois,Delay of Game,Procedural,2,10,5.0,Illinois,Big 10,,
Illinois,Face Mask,Other,1,15,15.0,Illinois,Big 10,,
Illinois,False Start,Procedural,12,50,4.17,Illinois,Big 10,,
Illinois,Holding,Blocking / Holding,13,93,7.15,Illinois,Big 10,,
Illinois,Illegal Formation,Procedural,1,8,8.0,Illinois,Big 10,,
Illinois,Offside,Procedural,9,65,7.22,Illinois,Big 10,,
Illinois,Other / Unclassified,Administrative,1,0,0.0,Illinois,Big 10,,
Illinois,Other / Unclassified,Other,2,5,2.5,Illinois,Big 10,,
Illinois,Other / Unclassified,Safety / Tackling,1,11,11.0,Illinois,Big 10,,
Illinois,Pass Interference,Personal / Contact,13,160,12.31,Illinois,Big 10,,
Illinois,Pass Interference,Procedural,2,38,19.0,Illinois,Big 10,,
Illinois,Personal Foul,Personal / Contact,6,46,7.67,Illinois,Big 10,,
Illinois,Roughing,Personal / Contact,2,15,7.5,Illinois,Big 10,,
Illinois,Roughing the Passer,Personal / Contact,2,19,9.5,Illinois,Big 10,,
Illinois,Unsportsmanlike Conduct,Personal / Contact,4,69,17.25,Illinois,Big 10,,
Indiana,Delay of Game,Procedural,6,30,5.0,Indiana,Big 10,Indiana,2.0
Indiana,Face Mask,Other,1,15,15.0,Indiana,Big 10,Indiana,2.0
Indiana,False Start,Procedural,16,70,4.38,Indiana,Big 10,Indiana,2.0
Indiana,Holding,Blocking / Holding,10,121,12.1,Indiana,Big 10,Indiana,2.0
Indiana,Illegal Formation,Procedural,1,9,9.0,Indiana,Big 10,Indiana,2.0
Indiana,Offside,Procedural,7,18,2.57,Indiana,Big 10,Indiana,2.0
Indiana,Other / Unclassified,Administrative,1,14,14.0,Indiana,Big 10,Indiana,2.0
Indiana,Other / Unclassified,Blocking / Holding,1,65,65.0,Indiana,Big 10,Indiana,2.0
Indiana,Other / Unclassified,Other,1,0,0.0,Indiana,Big 10,Indiana,2.0
Indiana,Pass Interference,Personal / Contact,13,176,13.54,Indiana,Big 10,Indiana,2.0
Indiana,Personal Foul,Personal / Contact,3,26,8.67,Indiana,Big 10,Indiana,2.0
Iowa,Delay of Game,Procedural,1,5,5.0,Iowa,Big 10,,
Iowa,Face Mask,Other,1,13,13.0,Iowa,Big 10,,
Iowa,False Start,Procedural,5,25,5.0,Iowa,Big 10,,
Iowa,Holding,Blocking / Holding,8,71,8.88,Iowa,Big 10,,
Iowa,Illegal Formation,Procedural,1,4,4.0,Iowa,Big 10,,
Iowa,Offside,Procedural,5,7,1.4,Iowa,Big 10,,
Iowa,Other / Unclassified,Administrative,1,4,4.0,Iowa,Big 10,,
Iowa,Other / Unclassified,Other,1,39,39.0,Iowa,Big 10,,
Iowa,Pass Interference,Personal / Contact,5,60,12.0,Iowa,Big 10,,
Iowa,Personal Foul,Personal / Contact,3,12,4.0,Iowa,Big 10,,
Iowa,Unsportsmanlike Conduct,Personal / Contact,3,17,5.67,Iowa,Big 10,,
Iowa State,Delay of Game,Procedural,1,5,5.0,Iowa State,Big 12,,
Iowa State,False Start,Procedural,8,39,4.88,Iowa State,Big 12,,
Iowa State,Holding,Blocking / Holding,12,123,10.25,Iowa State,Big 12,,
Iowa State,Illegal Formation,Procedural,2,26,13.0,Iowa State,Big 12,,
Iowa State,Other / Unclassified,Administrative,2,5,2.5,Iowa State,Big 12,,
Iowa State,Other / Unclassified,Blocking / Holding,2,75,37.5,Iowa State,Big 12,,
Iowa State,Other / Unclassified,Other,1,12,12.0,Iowa State,Big 12,,
Iowa State,Other / Unclassified,Procedural,1,16,16.0,Iowa State,Big 12,,
Iowa State,Pass Interference,Personal / Contact,5,73,14.6,Iowa State,Big 12,,
Iowa State,Personal Foul,Personal / Contact,2,21,10.5,Iowa State,Big 12,,
Iowa State,Roughing the Passer,Personal / Contact,1,7,7.0,Iowa State,Big 12,,
Iowa State,Unsportsmanlike Conduct,Personal / Contact,3,39,13.0,Iowa State,Big 12,,
Jacksonville State,Delay of Game,Procedural,3,12,4.0,Jacksonville State,CUSA,,
Jacksonville State,Face Mask,Other,2,39,19.5,Jacksonville State,CUSA,,
Jacksonville State,False Start,Procedural,6,30,5.0,Jacksonville State,CUSA,,
Jacksonville State,Holding,Blocking / Holding,7,81,11.57,Jacksonville State,CUSA,,
Jacksonville State,Illegal Formation,Procedural,2,9,4.5,Jacksonville State,CUSA,,
Jacksonville State,Offside,Procedural,5,26,5.2,Jacksonville State,CUSA,,
Jacksonville State,Other / Unclassified,Administrative,1,4,4.0,Jacksonville State,CUSA,,
Jacksonville State,Other / Unclassified,Blocking / Holding,1,10,10.0,Jacksonville State,CUSA,,
Jacksonville State,Other / Unclassified,Other,6,63,10.5,Jacksonville State,CUSA,,
Jacksonville State,Pass Interference,Personal / Contact,2,28,14.0,Jacksonville State,CUSA,,
Jacksonville State,Personal Foul,Personal / Contact,1,15,15.0,Jacksonville State,CUSA,,
Jacksonville State,Targeting,Personal / Contact,1,15,15.0,Jacksonville State,CUSA,,
James Madison,Delay of Game,Procedural,7,35,5.0,James Madison,SBC,James Madison,21.0
James Madison,Face Mask,Other,1,6,6.0,James Madison,SBC,James Madison,21.0
James Madison,False Start,Procedural,9,35,3.89,James Madison,SBC,James Madison,21.0
James Madison,Holding,Blocking / Holding,14,64,4.57,James Madison,SBC,James Madison,21.0
James Madison,Illegal Formation,Procedural,2,13,6.5,James Madison,SBC,James Madison,21.0
James Madison,Offside,Procedural,2,10,5.0,James Madison,SBC,James Madison,21.0
James Madison,Other / Unclassified,Administrative,3,51,17.0,James Madison,SBC,James Madison,21.0
James Madison,Other / Unclassified,Blocking / Holding,1,0,0.0,James Madison,SBC,James Madison,21.0
James Madison,Other / Unclassified,Other,6,86,14.33,James Madison,SBC,James Madison,21.0
James Madison,Other / Unclassified,Procedural,1,5,5.0,James Madison,SBC,James Madison,21.0
James Madison,Other / Unclassified,Safety / Tackling,1,6,6.0,James Madison,SBC,James Madison,21.0
James Madison,Pass Interference,Personal / Contact,7,79,11.29,James Madison,SBC,James Madison,21.0
James Madison,Personal Foul,Personal / Contact,4,142,35.5,James Madison,SBC,James Madison,21.0
James Madison,Roughing the Passer,Personal / Contact,2,30,15.0,James Madison,SBC,James Madison,21.0
Kansas,Delay of Game,Procedural,2,9,4.5,Kansas,Big 12,,
Kansas,Face Mask,Other,3,21,7.0,Kansas,Big 12,,
Kansas,False Start,Procedural,9,44,4.89,Kansas,Big 12,,
Kansas,Holding,Blocking / Holding,10,70,7.0,Kansas,Big 12,,
Kansas,Illegal Formation,Procedural,1,1,1.0,Kansas,Big 12,,
Kansas,Illegal Motion,Other,1,3,3.0,Kansas,Big 12,,
Kansas,Offside,Procedural,2,50,25.0,Kansas,Big 12,,
Kansas,Other / Unclassified,Administrative,2,26,13.0,Kansas,Big 12,,
Kansas,Other / Unclassified,Other,7,71,10.14,Kansas,Big 12,,
Kansas,Pass Interference,Personal / Contact,3,29,9.67,Kansas,Big 12,,
Kansas,Roughing the Passer,Personal / Contact,1,0,0.0,Kansas,Big 12,,
Kansas,Unsportsmanlike Conduct,Personal / Contact,3,45,15.0,Kansas,Big 12,,
Kansas State,Delay of Game,Procedural,4,15,3.75,Kansas State,Big 12,,
Kansas State,Face Mask,Other,4,35,8.75,Kansas State,Big 12,,
Kansas State,False Start,Procedural,3,10,3.33,Kansas State,Big 12,,
Kansas State,Holding,Blocking / Holding,10,106,10.6,Kansas State,Big 12,,
Kansas State,Illegal Formation,Procedural,1,4,4.0,Kansas State,Big 12,,
Kansas State,Offside,Procedural,1,1,1.0,Kansas State,Big 12,,
Kansas State,Other / Unclassified,Administrative,1,15,15.0,Kansas State,Big 12,,
Kansas State,Other / Unclassified,Other,6,27,4.5,Kansas State,Big 12,,
Kansas State,Pass Interference,Personal / Contact,3,45,15.0,Kansas State,Big 12,,
Kansas State,Unsportsmanlike Conduct,Personal / Contact,2,28,14.0,Kansas State,Big 12,,
Kennesaw State,Delay of Game,Procedural,2,10,5.0,Kennesaw State,CUSA,,
Kennesaw State,Face Mask,Other,2,23,11.5,Kennesaw State,CUSA,,
Kennesaw State,False Start,Procedural,13,65,5.0,Kennesaw State,CUSA,,
Kennesaw State,Holding,Blocking / Holding,20,430,21.5,Kennesaw State,CUSA,,
Kennesaw State,Illegal Formation,Procedural,3,10,3.33,Kennesaw State,CUSA,,
Kennesaw State,Offside,Procedural,4,18,4.5,Kennesaw State,CUSA,,
Kennesaw State,Other / Unclassified,Administrative,1,5,5.0,Kennesaw State,CUSA,,
Kennesaw State,Other / Unclassified,Blocking / Holding,1,63,63.0,Kennesaw State,CUSA,,
Kennesaw State,Other / Unclassified,Other,9,121,13.44,Kennesaw State,CUSA,,
Kennesaw State,Pass Interference,Personal / Contact,3,42,14.0,Kennesaw State,CUSA,,
Kennesaw State,Personal Foul,Personal / Contact,1,0,0.0,Kennesaw State,CUSA,,
Kennesaw State,Roughing,Personal / Contact,1,0,0.0,Kennesaw State,CUSA,,
Kennesaw State,Roughing the Passer,Personal / Contact,4,43,10.75,Kennesaw State,CUSA,,
Kennesaw State,Targeting,Personal / Contact,1,11,11.0,Kennesaw State,CUSA,,
Kennesaw State,Unsportsmanlike Conduct,Personal / Contact,3,28,9.33,Kennesaw State,CUSA,,
Kent State,Delay of Game,Procedural,5,20,4.0,Kent State,MAC,,
Kent State,Face Mask,Other,4,34,8.5,Kent State,MAC,,
Kent State,False Start,Procedural,13,53,4.08,Kent State,MAC,,
Kent State,Holding,Blocking / Holding,5,34,6.8,Kent State,MAC,,
Kent State,Illegal Formation,Procedural,3,10,3.33,Kent State,MAC,,
Kent State,Offside,Procedural,2,7,3.5,Kent State,MAC,,
Kent State,Other / Unclassified,Administrative,1,15,15.0,Kent State,MAC,,
Kent State,Other / Unclassified,Blocking / Holding,1,65,65.0,Kent State,MAC,,
Kent State,Other / Unclassified,Other,4,15,3.75,Kent State,MAC,,
Kent State,Other / Unclassified,Procedural,2,0,0.0,Kent State,MAC,,
Kent State,Pass Interference,Personal / Contact,1,15,15.0,Kent State,MAC,,
Kent State,Pass Interference,Procedural,1,15,15.0,Kent State,MAC,,
Kent State,Personal Foul,Personal / Contact,2,20,10.0,Kent State,MAC,,
Kent State,Roughing the Kicker,Personal / Contact,1,51,51.0,Kent State,MAC,,
Kent State,Unsportsmanlike Conduct,Personal / Contact,4,37,9.25,Kent State,MAC,,
Kentucky,Face Mask,Other,1,15,15.0,Kentucky,SEC,,
Kentucky,False Start,Procedural,8,40,5.0,Kentucky,SEC,,
Kentucky,Holding,Blocking / Holding,16,89,5.56,Kentucky,SEC,,
Kentucky,Illegal Formation,Procedural,2,42,21.0,Kentucky,SEC,,
Kentucky,Offside,Procedural,7,34,4.86,Kentucky,SEC,,
Kentucky,Other / Unclassified,Administrative,4,23,5.75,Kentucky,SEC,,
Kentucky,Other / Unclassified,Other,6,46,7.67,Kentucky,SEC,,
Kentucky,Other / Unclassified,Procedural,2,2,1.0,Kentucky,SEC,,
Kentucky,Pass Interference,Personal / Contact,7,102,14.57,Kentucky,SEC,,
Kentucky,Personal Foul,Personal / Contact,4,30,7.5,Kentucky,SEC,,
Kentucky,Roughing,Personal / Contact,1,50,50.0,Kentucky,SEC,,
LSU,Delay of Game,Procedural,2,10,5.0,LSU,SEC,,
LSU,Face Mask,Other,3,30,10.0,LSU,SEC,,
LSU,False Start,Procedural,21,73,3.48,LSU,SEC,,
LSU,Holding,Blocking / Holding,17,109,6.41,LSU,SEC,,
LSU,Illegal Formation,Procedural,5,66,13.2,LSU,SEC,,
LSU,Offside,Procedural,7,25,3.57,LSU,SEC,,
LSU,Other / Unclassified,Administrative,2,1,0.5,LSU,SEC,,
LSU,Other / Unclassified,Blocking / Holding,1,40,40.0,LSU,SEC,,
LSU,Other / Unclassified,Other,2,15,7.5,LSU,SEC,,
LSU,Other / Unclassified,Procedural,2,5,2.5,LSU,SEC,,
LSU,Pass Interference,Personal / Contact,16,254,15.88,LSU,SEC,,
LSU,Personal Foul,Personal / Contact,1,0,0.0,LSU,SEC,,
LSU,Roughing,Personal / Contact,1,0,0.0,LSU,SEC,,
LSU,Targeting,Procedural,1,59,59.0,LSU,SEC,,
LSU,Unsportsmanlike Conduct,Personal / Contact,4,51,12.75,LSU,SEC,,
Liberty,Delay of Game,Procedural,5,25,5.0,Liberty,CUSA,,
Liberty,False Start,Procedural,12,55,4.58,Liberty,CUSA,,
Liberty,Holding,Blocking / Holding,15,199,13.27,Liberty,CUSA,,
Liberty,Offside,Procedural,5,54,10.8,Liberty,CUSA,,
Liberty,Other / Unclassified,Blocking / Holding,1,9,9.0,Liberty,CUSA,,
Liberty,Other / Unclassified,Other,7,89,12.71,Liberty,CUSA,,
Liberty,Other / Unclassified,Procedural,1,7,7.0,Liberty,CUSA,,
Liberty,Pass Interference,Personal / Contact,5,74,14.8,Liberty,CUSA,,
Liberty,Personal Foul,Personal / Contact,8,71,8.88,Liberty,CUSA,,
Liberty,Roughing the Passer,Personal / Contact,2,15,7.5,Liberty,CUSA,,
Liberty,Unsportsmanlike Conduct,Personal / Contact,5,42,8.4,Liberty,CUSA,,
Louisiana,Delay of Game,Procedural,3,15,5.0,Louisiana,SBC,,
Louisiana,Face Mask,Other,5,39,7.8,Louisiana,SBC,,
Louisiana,False Start,Procedural,16,76,4.75,Louisiana,SBC,,
