offense,defense,play_text,penalty_type,penalty_yards
Monmouth,Colgate,"Colgate Penalty, encroachment (Joe Kelly) to the COLG 43 for a 1ST down",Other / Unclassified,
Colgate,Monmouth,"Zach Osborne pass incomplete to Treyvhon Saunders Colgate Penalty, Offensive pass interference (Winston Moore) to the COLG 35",Pass Interference,
Colgate,Monmouth,"Colgate Penalty, false start (Nick Dalessandro) to the MONM 25",False Start,
Monmouth,Colgate,"Derek Robertson pass incomplete to Tra Neal for a 1ST down Colgate Penalty, Defensive pass interference (Tymir Wynn) to the COLG 24 for a 1ST down",Pass Interference,
Colgate,Monmouth,"Monmouth Penalty, off-side (Bryce Rooks) to the MONM 41 for a 1ST down",Other / Unclassified,
Colgate,Monmouth,"Monmouth Penalty, roughing passer (Ryan Russo) to the MONM 14 for a 1ST down",Roughing,
Colgate,Monmouth,"Monmouth Penalty, Defensive pass interference (Israel Clark-White) to the MONM 2 for a 1ST down",Pass Interference,
Colgate,Monmouth,"Jake Stearney sacked by Lamont Lester Jr. for 0 yards to the MONM 33 Monmouth Penalty, Offensive holding (Dave Thomson) to the MONM 33",Holding,
Cumberland (TN),Tennessee Tech,"PENALTY CU Delay Of Game (Holtzclaw,Zach) 5 yards from CU22 to CU17. NO PLAY.",Delay of Game,5.0
Cumberland (TN),Tennessee Tech,"Gottlied,Nolan punt 39 yards to the TTU17 Holloway,Tre' return 24 yards to the TTU41 (Popoola,Peter) PENALTY TTU Roughing The Kicker (Turner,Greg) 15 yards from CU44 to TTU41, 1ST DOWN. NO PLAY.",Roughing the Kicker,39.0
Cumberland (TN),Tennessee Tech,"Tennessee Tech Penalty, Targeting (15 Yards) to the TNTC 28 for a 1ST down",Targeting,15.0
Cumberland (TN),Tennessee Tech,"Jarrius Rogers run for 10 yds to the CUM 27 for a 1ST down Tennessee Tech Penalty, Horse Collar Tackle (A.J. Crawford) to the CUM 42 for a 1ST down",Other / Unclassified,
Tennessee Tech,Cumberland (TN),"Shotgun Visperas,Kekoa pass incomplete short right to Linkins,D.J. thrown to CU41 PENALTY CU Pass Interference (Doegan,Daniel) 15 yards from TTU42 to CU43, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Tennessee Tech,Cumberland (TN),"No Huddle-Shotgun Quinn,Quintell rush middle for 4 yards gain to the CU04 (Denton,Eli; Johnson,Cannon) PENALTY CU Illegal Substitution 4 yards from CU08 to CU04. NO PLAY.",Other / Unclassified,4.0
Cumberland (TN),Tennessee Tech,"Cumberland (TN) Penalty, Offensive Holding (-10 Yards) to the CUM 14",Holding,10.0
Tennessee Tech,Cumberland (TN),"Shotgun Visperas,Kekoa pass complete short left to Jones,Tremel caught at CU36, for 24 yards to the CU00 TOUCHDOWN nullified by penalty, clock 13:27 PENALTY TTU Holding (Linkins,D.J.) 10 yards from CU24 to CU34. NO PLAY.",Holding,24.0
Cumberland (TN),Tennessee Tech,"Gottlied,Nolan punt 27 yards to the TTU24 PENALTY TTU Running Into The Kicker (LaPierre,Maurice) 5 yards from CU49 to TTU46. NO PLAY.",Other / Unclassified,27.0
Cumberland (TN),Tennessee Tech,"Gottlied,Nolan punt 39 yards to the TTU22 fair catch by Hunt,Monty at TTU22 PENALTY TTU Roughing The Kicker (Sandiford,Jeremiah) 15 yards from CU39 to TTU46, 1ST DOWN. NO PLAY.",Roughing the Kicker,39.0
Tennessee Tech,Cumberland (TN),"No Huddle-Shotgun Visperas,Kekoa pass complete short left to Jones,Tremel caught at TTU24, for 6 yards to the TTU24, out of bounds at TTU24 PENALTY CU Illegal Substitution 5 yards from TTU18 to TTU23. NO PLAY.",Other / Unclassified,6.0
Cumberland (TN),Tennessee Tech,"Zach Holtzclaw pass incomplete to Kaiden Hatchett for a 1ST down Tennessee Tech Penalty, Defensive Pass Interference (Tayton Swift) to the CUM 40 for a 1ST down",Pass Interference,
Norfolk State,Towson,"Norfolk State Penalty, delay of game (-5 Yards) to the TOW 48",Delay of Game,5.0
Norfolk State,Towson,"Otto Kuhns run for no gain to the TOW 8 Towson Penalty, Offensive holding (Emariyon Johnson) to the TOW 8",Holding,
Towson,Norfolk State,"Andrew Indorf run for no gain to the NORF 26 Towson Penalty, Offensive holding (Jaelin Montgomery) to the NORF 36",Holding,
Norfolk State,Towson,"Norfolk State Penalty, off-side (Jack Smoot) to the NORF 20",Other / Unclassified,
Towson,Norfolk State,"Towson Penalty, false start (Dan Volpe) to the TOW 48",False Start,
Towson,Norfolk State,"Al Wooten II run for a loss of 1 yard to the NORF 38 for a 1ST down Norfolk State Penalty, unsportsmanlike conduct (Major Dillard) to the NORF 47 for a 1ST down",Unsportsmanlike Conduct,1.0
Rutgers,Ohio,"Jack Scullion kickoff for 55 yds , Eamonn Dennis return for 13 yds to the OHIO 48 Ohio Penalty, illegal block (Delaney Crawford) to the OHIO 13",Other / Unclassified,
Ohio,Rutgers,"Ohio Penalty, false start (Joseph Marsh) to the OHIO 23",False Start,
Ohio,Rutgers,"Ohio Penalty, false start (Sieh Bangura) to the OHIO 3",False Start,
Ohio,Rutgers,"Ohio Penalty, false start (Jordon Jones) to the RUTG 13",False Start,
Towson,Norfolk State,"Towson Penalty, delay of game (John Dunmore) to the NORF 8",Delay of Game,
Towson,Norfolk State,"Caden Williams kickoff for 65 yds , Jason Wonodi return for 25 yds to the NORF 40 Norfolk State Penalty, Offensive holding (Kamren Reese) to the NORF 15",Holding,
Norfolk State,Towson,"Israel Carter run for no gain to the NORF 17 Norfolk State Penalty, Offensive holding (Jayden Chappell) to the NORF 9",Holding,
Norfolk State,Towson,"Israel Carter pass complete to Kevon King for no gain to the NORF 32 Norfolk State Penalty, personal foul (David Olasimbo) to the NORF 17",Personal Foul,
Norfolk State,Towson,"Norfolk State Penalty, false start (Jayden Chappell) to the NORF 21",False Start,
Norfolk State,Towson,"Otto Kuhns pass incomplete to DreSean Kendrick for a 1ST down Towson Penalty, Defensive pass interference (Jasin Shiggs) to the TOW 13 for a 1ST down",Pass Interference,
Norfolk State,Towson,"Otto Kuhns pass complete to Taron Biles-Walker for no gain Norfolk State Penalty, Offensive holding (Dyral McMillan) to the TOW 23",Holding,
Towson,Norfolk State,"Andrew Indorf pass complete to Zay Perkins for no gain to the TOW 42 Towson Penalty, Offensive holding (Jaelin Montgomery) to the TOW 32",Holding,
Towson,Norfolk State,"Andrew Indorf pass incomplete to Jasin Shiggs for a 1ST down Norfolk State Penalty, off-side (Major Dillard) to the TOW 49 for a 1ST down",Other / Unclassified,
Norfolk State,Towson,"Otto Kuhns pass incomplete to Kam'Ryn Thomas for a 1ST down Towson Penalty, Defensive pass interference (Myles Brodie) to the NORF 17 for a 1ST down",Pass Interference,
Mercer,Presbyterian,"No Huddle-Shotgun Smith,Brayden rush right for 5 yards gain to the PRE47 (Francis,Caleb; Lewis,Malik) PENALTY PRE Offside (Bryant,Dillon) 5 yards from MER48 to PRE47. NO PLAY.",Offside,5.0
Presbyterian,Mercer,"No Huddle-Shotgun Hurst,Collin pass complete short left to Wright,Antonio caught at MER10, for 5 yards to the MER09 (Prince,Isaac), out of bounds PENALTY MER Offside (Dudley,Brayden) 5 yards from MER14 to MER09. NO PLAY.",Offside,5.0
Presbyterian,Mercer,"Collin Hurst pass complete to Zach Switzer for 31 yds to the MER 29 for a 1ST down Mercer Penalty, Roughing The Passer (Andrew Zock) to the MER 14 for a 1ST down",Roughing the Passer,
Mercer,Presbyterian,"No Huddle-Shotgun Smith,DJ pass incomplete short left thrown to MER24 PENALTY MER Holding (Albee,Samuel) 10 yards from MER23 to MER13. NO PLAY.",Holding,10.0
Mercer,Presbyterian,"PENALTY MER False Start (Atchison,Amarii) 5 yards from PRE42 to PRE47. NO PLAY.",False Start,5.0
Presbyterian,Mercer,"Collin Hurst pass complete to Dominic Kibby for 4 yds to the MER 6 Presbyterian Penalty, Offensive Holding (Oscar Colon) to the MER 16",Holding,
Mercer,Presbyterian,"PENALTY PRE Offside (Szydlowski,Carter) 5 yards from MER09 to MER14, 1ST DOWN. NO PLAY.",Offside,5.0
Presbyterian,Mercer,"No Huddle-Shotgun Hurst,Collin pass complete short left to Wright,Antonio caught at PRE26, for 1 yard to the PRE28 (Clare,Drew) PENALTY PRE Holding (Peterson,Noah) 10 yards from PRE27 to PRE17. NO PLAY.",Holding,1.0
Mercer,Presbyterian,"Micah Bell run for 12 yds to the MER 38 for a 1ST down Presbyterian Penalty, Defensive Offside (Malik Lewis) declined for a 1ST down",Offside,
Presbyterian,Mercer,"No Huddle-Shotgun Hurst,Collin pass complete short middle to Gill,Cincere caught at PRE21, for 3 yards to the PRE23 (Hutchinson,Kaleb; Fox,Julian) PENALTY PRE Holding (Carter,Jameel) 10 yards from PRE20 to PRE10. NO PLAY.",Holding,3.0
Presbyterian,Mercer,"PENALTY PRE Delay Of Game (Hurst,Collin) 5 yards from MER40 to MER45. NO PLAY.",Delay of Game,5.0
Presbyterian,Mercer,"No Huddle-Shotgun Hurst,Collin pass incomplete short right to Holtzclaw,Max thrown to MER48, 1ST DOWN, PENALTY MER Pass Interference (Weston,Myles) 6 yards from PRE47 to MER47, 1ST DOWN. NO PLAY.",Pass Interference,6.0
Presbyterian,Mercer,"Justin Montgomery run for 11 yds to the MER 32 Presbyterian Penalty, Offensive Holding (Jaden Scott) to the MER 42",Holding,
Webber International,Stetson,"DMarkus Mathis run for no gain to the WEBB 12 Webber Penalty, Offensive holding (Darren Johnson) to the WEBB 6",Holding,
Stetson,Webber International,"Trey Clark run for 5 yds to the WEBB 33 Stetson Penalty, Offensive holding (Mason Scott) to the WEBB 43",Holding,
Webber International,Stetson,"Trent Grotjan pass incomplete to Reginald Johnson for a 1ST down Stetson Penalty, roughing passer (Zachary Goodwin) to the STET 43 for a 1ST down",Roughing,
Webber International,Stetson,"Trent Grotjan pass incomplete to Cory Conklin Stetson Penalty, off-side (Renardo Lewis) to the STET 34",Other / Unclassified,
Webber International,Stetson,"Rourke Davis kickoff for 36 yds Webber Penalty, illegal formation (Caden Morrell) to the STET 34",Illegal Formation,
Webber International,Stetson,"Trent Grotjan pass incomplete to Tim Young Stetson Penalty, off-side (Zachary Goodwin) to the WEBB 9",Other / Unclassified,
Webber International,Stetson,"Reginald Johnson run for no gain to the WEBB 14 for a 1ST down Stetson Penalty, face mask (15 yards) (Christian Rand) to the WEBB 29 for a 1ST down",Face Mask,15.0
Webber International,Stetson,"Trent Grotjan pass incomplete to Careal Carter Stetson Penalty, off-side (Zachary Goodwin) to the STET 36",Other / Unclassified,
Webber International,Stetson,"Webber Penalty, false start (Caden Morrell) to the WEBB 18",False Start,
Webber International,Stetson,"Dantay Diorio run for no gain to the WEBB 27 Webber Penalty, unsportsmanlike conduct (Cory Conklin) to the WEBB 14",Unsportsmanlike Conduct,
Stetson,Webber International,"Stetson Penalty, false start (Dawson Harrington) to the STET 35",False Start,
Stetson,Webber International,"Stetson Penalty, false start (Gabe Snyder) to the STET 9",False Start,
Stetson,Webber International,"Kael Alexander pass intercepted for a 1ST down Webber Penalty, Defensive pass interference (Devin Collado) to the WEBB 18 for a 1ST down",Pass Interference,
Stetson,Webber International,"Stetson Penalty, false start (Jonathan Stark) to the STET 5",False Start,
Stonehill,Sacred Heart,"PENALTY STO False Start (O'Connell,Jack) 5 yards from SHU46 to STO49. NO PLAY.",False Start,5.0
Sacred Heart,Stonehill,"PENALTY STO Offside (Horodnik,Aidan) 5 yards from STO32 to STO27. NO PLAY.",Offside,5.0
Stonehill,Sacred Heart,"Chenette,Logan punt 40 yards to the SHU05 PENALTY SHU Equipment Violation 5 yards from SHU45 to SHU40. NO PLAY.",Other / Unclassified,40.0
Bowling Green,Lafayette,"(06:00) No Huddle-Shotgun Pyne,Drew pass incomplete short to Hogan,Finn thrown to LC45 PENALTY LC Offside (Selvitelli,Dominic) 5 yards from LC49 to LC44. NO PLAY.",Offside,5.0
Stonehill,Sacred Heart,"No Huddle-Shotgun O'Connell,Jack pass complete short right to Clarke,Cole caught at SHU44, for 8 yards to the SHU44, out of bounds at SHU44 PENALTY STO Illegal Shift (Clarke,Cole) 5 yards from STO48 to STO43. NO PLAY.",Other / Unclassified,8.0
Sacred Heart,Stonehill,"Sacred Heart Penalty, Personal Foul (-15 Yards) to the SHU 39",Personal Foul,15.0
Sacred Heart,Stonehill,"PENALTY STO Offside (Athy,Zack) 5 yards from SHU39 to SHU44. NO PLAY.",Offside,5.0
Sacred Heart,Stonehill,"No Huddle-Shotgun Michalski,John pass incomplete deep right thrown to STO00 PENALTY STO Roughing The Passer (Wilson,Ma'Hkai) 15 yards from STO30 to STO15, 1ST DOWN. NO PLAY.",Roughing the Passer,15.0
Stonehill,Sacred Heart,"Langdon Laws Jr kickoff for 46 yds , Dean Hangey return for 14 yds to the SHU 49 Sacred Heart Penalty, Offensive Holding (10 Yards) to the SHU 19",Holding,10.0
Lafayette,Bowling Green,"Bowling Green Penalty, (15 Yards) to the LAF 47 for a 1ST down",Other / Unclassified,15.0
Sacred Heart,Stonehill,"Mitchell Summers run for 12 yds to the SHU 43 for a 1ST down Sacred Heart Penalty, Offensive Holding (Dean Hangey) to the SHU 33 for a 1ST down",Holding,
Stonehill,Sacred Heart,"PENALTY STO False Start (Troiano,Joshua) 5 yards from SHU18 to SHU23. NO PLAY.",False Start,5.0
Stonehill,Sacred Heart,"PENALTY STO False Start (Troiano,Joshua) 5 yards from SHU08 to SHU13. NO PLAY.",False Start,5.0
Youngstown State,Mercyhurst,"(12:39) No Huddle-Shotgun Brungard,Beau pass incomplete short left to Tomczak,Max thrown to MER20 PENALTY MER Offside (King,Jonas) 5 yards from MER21 to MER16. NO PLAY.",Offside,5.0
Mercyhurst,Youngstown State,PENALTY MER Delay Of Game 5 yards from MER29 to MER24. NO PLAY.,Delay of Game,5.0
Youngstown State,Mercyhurst,"(01:31) No Huddle-Shotgun Brungard,Beau pass complete short right to Mills,Tahir caught at YSU30, for 12 yards to the YSU41, out of bounds at YSU41 PENALTY YSU Ineligible Downfield on Pass (Bray,Austin) 5 yards from YSU29 to YSU24. NO PLAY.",Other / Unclassified,12.0
Youngstown State,Mercyhurst,"(01:08) No Huddle-Shotgun Brungard,Beau pass complete short middle to Tomczak,Max caught at YSU50, for 9 yards to the YSU50 (Wright,Travell) PENALTY YSU Holding (Sferra,Joey) 10 yards from YSU41 to YSU31. NO PLAY.",Holding,9.0
Youngstown State,Mercyhurst,"PENALTY YSU False Start (Keen,Van) 5 yards from MER09 to MER14. NO PLAY.",False Start,5.0
Bowling Green,Lafayette,"Lafayette Penalty, UNS: Unsportsmanlike Conduct (Michael Vaughn) to the LAF 37 for a 1ST down",Unsportsmanlike Conduct,
Mercyhurst,Youngstown State,"(07:12) No Huddle-Shotgun Urena,Adam pass incomplete short left to Black,Braydon thrown to YSU00 PENALTY YSU Roughing The Passer (Zandier,Preston) 8 yards from YSU16 to YSU08, 1ST DOWN. NO PLAY. The previous play is under automatic review - ""Targeting"". PLAY CONFIRMED.",Targeting,8.0
Mercyhurst,Youngstown State,"Adam Urena pass complete to Alejandro Vazquez for 1 yd to the YSU 34 for a 1ST down Youngstown State Penalty, UNS: Unsportsmanlike Conduct (Carston Marshall) to the YSU 19 for a 1ST down",Unsportsmanlike Conduct,
Youngstown State,Mercyhurst,"(05:37) Shotgun Brungard,Beau pass complete short left to Tomczak,Max caught at MER32, for 5 yards to the MER31 (Hill,Jaiden), out of bounds PENALTY YSU Pass Interference (Tomczak,Max) 15 yards from MER36 to YSU49. NO PLAY.",Pass Interference,5.0
Youngstown State,Mercyhurst,"PENALTY YSU False Start (Keen,Van) 5 yards from YSU49 to YSU44. NO PLAY.",False Start,5.0
Mercyhurst,Youngstown State,"(02:19) No Huddle-Shotgun Urena,Adam pass incomplete short left to Van Dyke,Evan thrown to YSU11 PENALTY MER Pass Interference (Van Dyke,Evan) 15 yards from YSU21 to YSU36. NO PLAY.",Pass Interference,15.0
Tarleton State,Portland State,"Brad Larson kickoff for 48 yds , Andre Miller return for 15 yds to the 50 yard line Tarleton State Penalty, Defensive Offside (Jadan Aubert) to the PRST 37",Offside,50.0
Lafayette,Bowling Green,"Bowling Green Penalty, (7 Yards) to the BGSU 7 for a 1ST down",Other / Unclassified,7.0
Lafayette,Bowling Green,"Jason Penza run for 9 yds to the BGSU 30 Lafayette Penalty, Illegal Block (Ethan Hosak) to the BGSU 40",Other / Unclassified,
Tarleton State,Portland State,PENALTY TSU False Start 5 yards from PSU20 to PSU25. NO PLAY.,False Start,5.0
Portland State,Tarleton State,"Portland State Penalty, UNS: Unsportsmanlike Conduct (-12 Yards) to the PRST 13",Unsportsmanlike Conduct,12.0
Portland State,Tarleton State,"PENALTY PSU False Start (Leatigaga,Pule) 5 yards from PSU23 to PSU18. NO PLAY.",False Start,5.0
Portland State,Tarleton State,"No Huddle-Shotgun Downing,Gabe pass incomplete deep left to Miller,Andre thrown to TSU30 PENALTY TSU Pass Interference (Aubert,Jadan) 15 yards from PSU43 to TSU42, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Portland State,Tarleton State,"PENALTY PSU False Start (Leatigaga,Pule) 5 yards from PSU36 to PSU31. NO PLAY.",False Start,5.0
Tarleton State,Portland State,"Tre Page Iii run for 5 yds to the PRST 15 for a 1ST down Portland State Penalty, Personal Foul (Lonnie Burt) to the PRST 7 for a 1ST down",Personal Foul,
Portland State,Tarleton State,"Shotgun Smith,Tyrese pass incomplete short middle to Ingman,Kristian thrown to TSU48 PENALTY PSU Ineligible Downfield on Pass (Ingman,Kristian) 5 yards from PSU40 to PSU35. NO PLAY.",Other / Unclassified,5.0
Tarleton State,Portland State,"Brad Larson kickoff for 65 yds , Cru Newman return for 59 yds to the PRST 6 Portland State Penalty, Offensive Holding (10 Yards) to the PRST 10",Holding,10.0
Tarleton State,Portland State,"Tarleton State Penalty, Ineligible Downfield on Pass (-5 Yards) to the TAR 34",Other / Unclassified,5.0
Lafayette,Bowling Green,"(13:05) No Huddle-Shotgun DeNobile,Dean pass complete deep left to Steward,Elijah caught at BGSU12, for 0 yards to the BGSU41 (McClendon,Jalen) PENALTY LC Ineligible Downfield on Pass (Adams,Spencer) 5 yards from BGSU41 to BGSU46. NO PLAY.",Other / Unclassified,
Bowling Green,Lafayette,"PENALTY BGSU Delay Of Game (Pyne,Drew) 5 yards from LC46 to BGSU49. NO PLAY.",Delay of Game,5.0
McKendree,Indiana State,"PENALTY MCK False Start (Pedersen,Nicholas) 5 yards from INST19 to INST24. NO PLAY.",False Start,5.0
McKendree,Indiana State,"No Huddle-Shotgun Michael,Colt pass incomplete short right to Ford,Jay thrown to INST00 PENALTY INST Pass Interference (Andrews,Xavian) 5 yards from INST07 to INST02, 1ST DOWN. NO PLAY.",Pass Interference,5.0
McKendree,Indiana State,"PENALTY MCK Delay Of Game (Michael,Colt) 5 yards from INST35 to INST40. NO PLAY.",Delay of Game,5.0
Indiana State,McKendree,"Indiana State Penalty, (-10 Yards) to the INST 25",Other / Unclassified,10.0
Indiana State,McKendree,"PENALTY INST Delay Of Game (Traum,Harry) 5 yards from INST29 to INST24. NO PLAY.",Delay of Game,5.0
Indiana State,McKendree,"No Huddle-Shotgun Owens,Elijah pass incomplete short left to Stephens,Larry thrown to MCK11 PENALTY MCK Offside (Hatten,Dameion) 5 yards from MCK26 to MCK21, 1ST DOWN. NO PLAY.",Offside,5.0
Indiana State,McKendree,"Elijah Owens run for 2 yds Indiana State Penalty, illegal block (Keshon Singleton) to the MCK 13",Other / Unclassified,
McKendree,Indiana State,"No Huddle-Shotgun Michael,Ty pass incomplete deep left to Hall, Jr.,Quincy thrown to INST06 PENALTY INST Pass Interference (Coker,Elijah) 15 yards from INST35 to INST20, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Indiana State,McKendree,"No Huddle-Shotgun Owens,Elijah rush middle for 3 yards gain to the INST18 (Codjoe-DePluzer,Joel) PENALTY MCK Offside (Codjoe-DePluzer,Joel) 5 yards from INST15 to INST20. NO PLAY.",Offside,3.0
Indiana State,McKendree,"No Huddle-Shotgun Osho,Nick rush left for 7 yards gain to the INST27 (Davis,Cyris; Ellis,Drew) PENALTY INST Illegal Formation (Rees,Lance) 5 yards from INST20 to INST15. NO PLAY.",Illegal Formation,7.0
McKendree,Indiana State,"No Huddle-Shotgun Michael,Ty pass incomplete deep left to Apholone,Brylan thrown to INST31, 1ST DOWN, PENALTY INST Pass Interference (Clark,Kimal) 10 yards from MCK46 to INST44, 1ST DOWN. NO PLAY.",Pass Interference,10.0
Boise State,South Florida,"Boise State Penalty, False Start (-5 Yards) to the USF 6",False Start,5.0
Boise State,South Florida,"Madsen, Maddux pass incomplete to Marshall, Chris, PENALTY SOUFLA pass interference 10 yards to the SOUFLA4, NO PLAY, 1ST DOWN BOIS.",Pass Interference,10.0
Indiana State,McKendree,"No Huddle-Shotgun Owens,Elijah pass complete short middle to Stephens,Larry caught at MCK07, for 7 yards to the MCK07 (Meeks,Jace) PENALTY INST Ineligible Downfield on Pass (Hile,Griffin) 5 yards from MCK14 to MCK19. NO PLAY.",Other / Unclassified,7.0
South Florida,Boise State,"Brown, Byrum pass complete to Nimrod, Chas for 13 yards to the BOIS16, PENALTY SOUFLA holding 10 yards to the BOIS39, NO PLAY.",Holding,13.0
South Florida,Boise State,"Brown, Byrum rush for 39 yards to the BOIS0, PENALTY SOUFLA holding 10 yards to the BOIS49, NO PLAY.",Holding,39.0
Marist,New Haven,"No Huddle-Shotgun Mannino,Sonny pass incomplete short right to Martinez,Lance thrown to MAR50 PENALTY UNH Pass Interference (Kirton,Dre) 15 yards from MAR31 to MAR46, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Marist,New Haven,"No Huddle-Shotgun Mannino,Sonny pass incomplete short left to James,Carter thrown to UNH10 PENALTY UNH Roughing The Passer (White,Alan) 7 yards from UNH13 to UNH06, 1ST DOWN. NO PLAY.",Roughing the Passer,7.0
Marist,New Haven,"Connor Mendini kickoff for 51 yds , Brian Thomas return for 14 yds to the NHVN 49 New Haven Penalty, Personal Foul (14 Yards) to the NHVN 14",Personal Foul,14.0
New Haven,Marist,"No Huddle-Shotgun Duffy,AJ pass incomplete short left to Schmidt,Logan thrown to MAR38 PENALTY MAR Pass Interference (Robinson Jr.,Nate) 15 yards from MAR49 to MAR34, 1ST DOWN. NO PLAY.",Pass Interference,15.0
South Florida,Boise State,"Byrum Brown sacked by Braxton Fely and Max Stege for a loss of 7 yards to the USF 15 for a 1ST down Boise State Penalty, Unnecessary Roughness (15 Yards) to the USF 30 for a 1ST down",Other / Unclassified,15.0
South Florida,Boise State,"South Florida Penalty, False Start (-5 Yards) to the BOIS 23",False Start,5.0
Boise State,South Florida,"South Florida Penalty, Defensive Offside (5 Yards) to the BOIS 30",Offside,5.0
Boise State,South Florida,"Maddux Madsen pass complete to Matt Lauter for 20 yds to the USF 22 for a 1ST down South Florida Penalty, Roughing Passer (11 Yards) to the USF 11 for a 1ST down",Roughing,11.0
Marist,New Haven,"No Huddle-Shotgun Mannino,Sonny pass incomplete deep middle to Shumpert,Reed thrown to UNH27 PENALTY UNH Pass Interference 15 yards from MAR48 to UNH37, 1ST DOWN. NO PLAY.",Pass Interference,15.0
New Haven,Marist,PENALTY UNH Delay Of Game 5 yards from UNH28 to UNH23. NO PLAY.,Delay of Game,5.0
Marist,New Haven,"Marist Penalty, Offensive Holding (-10 Yards) to the MRST 28",Holding,10.0
Marist,New Haven,"No Huddle-Shotgun Mannino,Sonny pass incomplete short middle to Hulstein,Connor thrown to UNH37 PENALTY UNH Roughing The Passer (Briggs,Irv) 15 yards from MAR48 to UNH37, 1ST DOWN. NO PLAY.",Roughing the Passer,15.0
Marist,New Haven,"Marist Penalty, Defensive Pass Interference (Yards) declined",Pass Interference,
Marist,New Haven,"PENALTY MAR False Start (Leonardo,Chris) 4 yards from MAR09 to MAR05. NO PLAY.",False Start,4.0
Marist,New Haven,"No Huddle-Shotgun Mannino,Sonny rush middle for 0 yards to the MAR05 (Markey,Kyle; Conwell,Sebastian) PENALTY MAR Holding (Cobb,Masin) 2 yards from MAR05 to MAR03. NO PLAY.",Holding,
Marist,New Haven,"Ethan Yuska punt for 43 yds, punt out-of-bounds at the NHVN 20 , Logan Schmidt returns for 12 yds to the NHVN 46 New Haven Penalty, UNR: Unnecessary Roughness (David Chase III) to the NHVN 20",Other / Unclassified,
Marist,New Haven,"Tristan Shannon run for 28 yds to the MRST 31 for a 1ST down New Haven Penalty, Defensive Offside (Joshua Tracey) declined for a 1ST down",Offside,
Boise State,South Florida,"Boise State Penalty, False Start (-5 Yards) to the USF 16",False Start,5.0
Boise State,South Florida,"Boise State Penalty, False Start (-5 Yards) to the USF 46",False Start,5.0
Boise State,South Florida,"Boise State Penalty, Delay of Game (-5 Yards) to the USF 46",Delay of Game,5.0
Marist,New Haven,PENALTY MAR Delay Of Game 5 yards from UNH42 to UNH47. NO PLAY.,Delay of Game,5.0
Marist,New Haven,PENALTY MAR Delay Of Game 5 yards from UNH47 to MAR48. NO PLAY.,Delay of Game,5.0
Marist,New Haven,"Sonny Mannino pass complete to Connor Hulstein for 10 yds to the NHVN 41 for a 1ST down New Haven Penalty, Roughing The Passer (Myles Hansford) to the NHVN 44 for a 1ST down",Roughing the Passer,
New Haven,Marist,"No Huddle-Shotgun Duffy,AJ pass incomplete deep left to Tracey,Joshua thrown to MAR03 PENALTY MAR Pass Interference (Powell,Tyrell) 15 yards from MAR42 to MAR27, 1ST DOWN. NO PLAY.",Pass Interference,15.0
South Dakota State,Sacramento State,"No Huddle-Shotgun Mason,Chase pass incomplete deep right to Bullock,Alex thrown to Sac St10 PENALTY Sac St Pass Interference (Akui,Koa) 15 yards from Sac St46 to Sac St31, 1ST DOWN. NO PLAY.",Pass Interference,15.0
South Dakota State,Sacramento State,"No Huddle-Shotgun Loughridge,Julius rush middle for 2 yards gain to the Sac St29 (Williams,Xavier) PENALTY Sac St Offside (Massey,Syncere) 5 yards from Sac St31 to Sac St26. NO PLAY.",Offside,2.0
South Dakota State,Sacramento State,"PENALTY Sac St Offside (McGlothen,Jayland) 5 yards from Sac St27 to Sac St22. NO PLAY.",Offside,5.0
South Dakota State,Sacramento State,"No Huddle-Shotgun Mason,Chase rush middle for 1 yard gain to the Sac St07 (Wright,Deven) PENALTY Sac St Offside (Wright,Deven) 4 yards from Sac St08 to Sac St04, 1ST DOWN. NO PLAY.",Offside,1.0
South Dakota State,Sacramento State,"Chase Mason pass complete to Alex Bullock for 6 yds to the SAC 36 for a 1ST down Sacramento State Penalty, St Offside (Savion Red) declined for a 1ST down",Offside,
South Florida,Boise State,"South Florida Penalty, False Start (-5 Yards) to the USF 32",False Start,5.0
Boise State,South Florida,"Boise State Penalty, Delay of Game (-1 Yards) to the BOIS 2",Delay of Game,1.0
Sacramento State,South Dakota State,"PENALTY Sac St False Start (Herman,Jordan) 5 yards from Sac St33 to Sac St28. NO PLAY.",False Start,5.0
Sacramento State,South Dakota State,"Sacramento State Penalty, personal foul (-15 Yards) to the 50 yard line for a 1ST down",Personal Foul,15.0
South Dakota State,Sacramento State,"PENALTY SDSU Delay Of Game (Pelham,Max) 5 yards from SDSU35 to SDSU30. NO PLAY.",Delay of Game,5.0
Sacramento State,South Dakota State,"PENALTY Sac St False Start (Hays,Sawyer) 5 yards from Sac St31 to Sac St26. NO PLAY.",False Start,5.0
Sacramento State,South Dakota State,"Sacramento State Penalty, Offensive holding (-7 Yards) to the SAC 7",Holding,7.0
Sacramento State,South Dakota State,"PENALTY Sac St Delay Of Game (McGough,Cal) 5 yards from Sac St18 to Sac St13. NO PLAY.",Delay of Game,5.0
South Florida,Boise State,"Brown, Byrum pass incomplete to Singleton, Keshaun, PENALTY BOIS pass interference 6 yards to the SOUFLA30, NO PLAY, 1ST DOWN SOUFLA.",Pass Interference,6.0
